rownumber,business_id,city,stars,review_count,is_open,category,day_time,week_day,hourofday,checkins
5111,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sat-8,Sat,8,0
5112,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sat-9,Sat,9,0
5113,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-0,Sun,0,0
5114,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-1,Sun,1,0
5115,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-10,Sun,10,0
5116,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-11,Sun,11,0
5117,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-12,Sun,12,0
5118,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-13,Sun,13,0
5119,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-14,Sun,14,0
5120,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-15,Sun,15,0
5121,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-16,Sun,16,0
5122,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-17,Sun,17,0
5123,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-18,Sun,18,0
5124,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-19,Sun,19,0
5125,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-2,Sun,2,0
5126,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-20,Sun,20,0
5127,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-21,Sun,21,0
5128,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-22,Sun,22,0
5129,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-23,Sun,23,0
5130,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-3,Sun,3,0
5131,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-4,Sun,4,0
5132,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-5,Sun,5,0
5133,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-6,Sun,6,0
5134,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-7,Sun,7,0
5135,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-8,Sun,8,0
5136,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Sun-9,Sun,9,0
5137,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-0,Thu,0,0
5138,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-1,Thu,1,0
5139,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-10,Thu,10,0
5140,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-11,Thu,11,0
5141,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-12,Thu,12,0
5142,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-13,Thu,13,0
5143,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-14,Thu,14,0
5144,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-15,Thu,15,0
5145,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-16,Thu,16,0
5146,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-17,Thu,17,0
5147,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-18,Thu,18,0
5148,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-19,Thu,19,0
5149,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-2,Thu,2,0
5150,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-20,Thu,20,0
5151,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-21,Thu,21,0
5152,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-22,Thu,22,0
5153,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-23,Thu,23,0
5154,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-3,Thu,3,0
5155,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-4,Thu,4,0
5156,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-5,Thu,5,0
5157,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-6,Thu,6,0
5158,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-7,Thu,7,0
5159,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-8,Thu,8,0
5160,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Thu-9,Thu,9,0
5161,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-0,Tue,0,0
5162,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-1,Tue,1,0
5163,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-10,Tue,10,0
5164,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-11,Tue,11,0
5165,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-12,Tue,12,0
5166,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-13,Tue,13,0
5167,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-14,Tue,14,0
5168,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-15,Tue,15,0
5169,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-16,Tue,16,0
5170,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-17,Tue,17,0
5171,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-18,Tue,18,0
5172,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-19,Tue,19,0
5173,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-2,Tue,2,0
5174,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-20,Tue,20,0
5175,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-21,Tue,21,0
5176,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-22,Tue,22,0
5177,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-23,Tue,23,0
5178,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-3,Tue,3,0
5179,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-4,Tue,4,0
5180,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-5,Tue,5,0
5181,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-6,Tue,6,0
5182,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-7,Tue,7,0
5183,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-8,Tue,8,0
5184,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Tue-9,Tue,9,1
5185,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-0,Wed,0,0
5186,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-1,Wed,1,0
5187,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-10,Wed,10,0
5188,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-11,Wed,11,0
5189,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-12,Wed,12,0
5190,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-13,Wed,13,0
5191,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-14,Wed,14,0
5192,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-15,Wed,15,0
5193,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-16,Wed,16,0
5194,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-17,Wed,17,0
5195,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-18,Wed,18,0
5196,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-19,Wed,19,0
5197,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-2,Wed,2,0
5198,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-20,Wed,20,0
5199,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-21,Wed,21,0
5200,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-22,Wed,22,0
5201,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-23,Wed,23,0
5202,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-3,Wed,3,0
5203,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-4,Wed,4,0
5204,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-5,Wed,5,0
5205,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-6,Wed,6,0
5206,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-7,Wed,7,0
5207,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-8,Wed,8,0
5208,_RnujnMWIhZwZeJZWv3gbA,Las Vegas,4,6,0,Shopping,Wed-9,Wed,9,0
5209,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-0,Fri,0,9
5210,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-1,Fri,1,2
5211,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-10,Fri,10,0
5212,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-11,Fri,11,0
5213,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-12,Fri,12,3
5214,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-13,Fri,13,2
5215,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-14,Fri,14,1
5216,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-15,Fri,15,0
5217,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-16,Fri,16,3
5218,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-17,Fri,17,8
5219,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-18,Fri,18,0
5220,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-19,Fri,19,10
5221,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-2,Fri,2,48
5222,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-20,Fri,20,3
5223,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-21,Fri,21,11
5224,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-22,Fri,22,9
5225,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-23,Fri,23,2
5226,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-3,Fri,3,13
5227,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-4,Fri,4,12
5228,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-5,Fri,5,3
5229,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-6,Fri,6,2
5230,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-7,Fri,7,0
5231,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-8,Fri,8,0
5232,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Fri-9,Fri,9,1
5233,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-0,Mon,0,0
5234,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-1,Mon,1,0
5235,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-10,Mon,10,0
5236,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-11,Mon,11,0
5237,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-12,Mon,12,1
5238,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-13,Mon,13,0
5239,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-14,Mon,14,4
5240,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-15,Mon,15,7
5241,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-16,Mon,16,3
5242,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-17,Mon,17,3
5243,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-18,Mon,18,3
5244,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-19,Mon,19,7
5245,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-2,Mon,2,1
5246,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-20,Mon,20,2
5247,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-21,Mon,21,0
5248,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-22,Mon,22,2
5249,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-23,Mon,23,2
5250,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-3,Mon,3,0
5251,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-4,Mon,4,0
5252,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-5,Mon,5,0
5253,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-6,Mon,6,0
5254,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-7,Mon,7,0
5255,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-8,Mon,8,0
5256,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Mon-9,Mon,9,0
5257,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-0,Sat,0,8
5258,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-1,Sat,1,1
5259,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-10,Sat,10,0
5260,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-11,Sat,11,0
5261,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-12,Sat,12,0
5262,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-13,Sat,13,1
5263,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-14,Sat,14,1
5264,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-15,Sat,15,9
5265,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-16,Sat,16,0
5266,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-17,Sat,17,15
5267,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-18,Sat,18,3
5268,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-19,Sat,19,12
5269,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-2,Sat,2,17
5270,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-20,Sat,20,1
5271,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-21,Sat,21,24
5272,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-22,Sat,22,1
5273,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-23,Sat,23,5
5274,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-3,Sat,3,2
5275,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-4,Sat,4,2
5276,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-5,Sat,5,0
5277,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-6,Sat,6,0
5278,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-7,Sat,7,1
5279,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-8,Sat,8,1
5280,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sat-9,Sat,9,0
5281,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-0,Sun,0,1
5282,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-1,Sun,1,0
5283,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-10,Sun,10,0
5284,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-11,Sun,11,0
5285,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-12,Sun,12,0
5286,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-13,Sun,13,1
5287,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-14,Sun,14,1
5288,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-15,Sun,15,7
5289,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-16,Sun,16,1
5290,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-17,Sun,17,10
5291,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-18,Sun,18,1
5292,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-19,Sun,19,12
5293,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-2,Sun,2,2
5294,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-20,Sun,20,4
5295,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-21,Sun,21,14
5296,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-22,Sun,22,2
5297,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-23,Sun,23,10
5298,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-3,Sun,3,0
5299,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-4,Sun,4,1
5300,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-5,Sun,5,1
5301,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-6,Sun,6,0
5302,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-7,Sun,7,0
5303,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-8,Sun,8,0
5304,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Sun-9,Sun,9,0
5305,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-0,Thu,0,18
5306,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-1,Thu,1,7
5307,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-10,Thu,10,0
5308,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-11,Thu,11,1
5309,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-12,Thu,12,0
5310,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-13,Thu,13,2
5311,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-14,Thu,14,4
5312,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-15,Thu,15,5
5313,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-16,Thu,16,4
5314,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-17,Thu,17,4
5315,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-18,Thu,18,2
5316,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-19,Thu,19,4
5317,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-2,Thu,2,21
5318,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-20,Thu,20,2
5319,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-21,Thu,21,3
5320,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-22,Thu,22,10
5321,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-23,Thu,23,4
5322,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-3,Thu,3,3
5323,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-4,Thu,4,5
5324,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-5,Thu,5,5
5325,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-6,Thu,6,0
5326,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-7,Thu,7,2
5327,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-8,Thu,8,1
5328,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Thu-9,Thu,9,1
5329,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-0,Tue,0,17
5330,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-1,Tue,1,1
5331,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-10,Tue,10,0
5332,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-11,Tue,11,2
5333,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-12,Tue,12,0
5334,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-13,Tue,13,1
5335,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-14,Tue,14,6
5336,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-15,Tue,15,3
5337,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-16,Tue,16,1
5338,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-17,Tue,17,10
5339,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-18,Tue,18,1
5340,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-19,Tue,19,9
5341,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-2,Tue,2,44
5342,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-20,Tue,20,0
5343,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-21,Tue,21,2
5344,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-22,Tue,22,9
5345,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-23,Tue,23,4
5346,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-3,Tue,3,10
5347,_rQb4DXr4i-XOb3c_LOKdg,Las Vegas,4.5,36,0,Active Life,Tue-4,Tue,4,11
